标准号,国际标准编号,采标类型
GB/T 45284.5-2025,ISO/IEC 39794-5:2019,等同采用
GB/T 45446-2025,,
GB/T 45447-2025,,
GB/T 45450-2025,,
GB/T 36621-2025,,
GB/T 45508-2025,,
GB/T 45284.9-2025,ISO/IEC 39794-9:2021,等同采用
GB/T 34874.1-2025,,
GB/T 2878.1-2025,ISO 6149-1:2022,等同采用
GB/T 45457.1-2025,,
GB/T 20850-2025,,
GB/T 45448-2025,,
GB/T 45449-2025,,
GB/T 45501-2025,,
GB/T 45540-2025,,
GB/T 45510-2025,,
GB/T 45284.1-2025,ISO/IEC 39794-1:2019,等同采用
GB/T 45511-2025,,
GB/T 45284.4-2025,ISO/IEC 39794-4:2019,等同采用
GB/T 45457.2-2025,,
GB/T 196-2025,ISO 724：2023,修改采用
GB/T 38055.1-2025,ISO 11525-1:2020,等同采用
GB/T 33796-2025,,
GB/T 33798-2025,,
GB/T 45502-2025,,
GB/T 45541-2025,,
GB/T 45539-2025,,
GB/T 45542-2025,,
GB/T 45544-2025,,
GB/T 45377-2025,ISO 18211:2016,修改采用
GB/Z 45378-2025,ISO/TR 13115:2011,修改采用
GB/T 10184-2025,,
GB/T 45404-2025,,
GB/T 45408-2025,,
GB/T 30637-2025,,
GB/T 45484-2025,ISO 21562:2020,等同采用
GB/T 45487-2025,ISO 23765:2021,等同采用
GB/T 45485-2025,ISO 24319:2022,等同采用
GB/T 45537-2025,,
GB/T 41780.3-2025,,
GB/T 45543-2025,,
GB/T 45374-2025,,
GB/T 45406-2025,,
GB/T 45407-2025,,
GB/T 45410.3-2025,ISO 14490-3:2021,修改采用
GB/T 45411.1-2025,ISO 14135-1:2021,修改采用
GB/T 45486-2025,ISO 23152:2021,等同采用
GB/T 45488-2025,ISO 24169:2022,等同采用
GB/T 45498.3-2025,,
GB/T 45489-2025,,
GB/T 45411.2-2025,ISO 14135-2:2021,修改采用
GB/T 45410.2-2025,ISO 14490-2:2005,修改采用
GB/T 45412.1-2025,ISO 14133-1:2016,修改采用
GB/T 41771.6-2025,IEC 62769-6:2023,等同采用
GB/T 45376-2025,,
GB/T 45375-2025,,
GB/T 45379-2025,,
GB/T 30565-2025,ISO 15549:2019,等同采用
GB/T 45380-2025,,
GB/T 25139-2025,,
GB/T 45409-2025,,
GB/T 45410.1-2025,ISO 14490-1:2005,修改采用
GB/T 16262.2-2025,ISO/IEC 8824-2:2021,等同采用
GB/Z 27001-2025,ISO/CAS/PROC/33: 2020,修改采用
GB/T 45498.2-2025,,
GB/T 45499-2025,,
GB/T 45498.1-2025,,
GB/T 45498.4-2025,,
GB/T 26361-2025,,
GB/T 45412.2-2025,ISO 14133-2:2016,修改采用
GB/T 34874.4-2025,,
GB/T 45491-2025,,
GB/T 20014.28-2025,,
GB/T 2684-2025,,
GB/T 23480-2025,,
GB/T 45382-2025,ISO 8017:2007,等同采用
GB/T 45381-2025,,
GB/T 45383-2025,ISO 16915:2003,等同采用
GB/T 16262.1-2025,ISO/IEC 8824-1:2021,等同采用
GB/T 27069-2025,,
GB/T 22248-2025,,
GB/T 32366-2025,,
GB/T 45443-2025,,
GB/T 45458-2025,,
GB/T 45460-2025,ISO 16839:2013,等同采用
GB/T 45461-2025,,
GB/T 45459-2025,,
GB/T 45462-2025,,
GB 45320-2025,,
GB 29743.2-2025,,
GB 6944-2025,,
GB 12268-2025,,
GB/T 38178.1-2025,ISO 10762:2015,修改采用
GB/T 38205.2-2025,ISO 6020-2:2015,修改采用
GB/T 45452-2025,ISO 6022:2006,修改采用
GB/T 45509-2025,,
GB/T 45496-2025,,
GB/T 35319-2025,,
GB/T 45284.6-2025,ISO/IEC 39794-6:2021,等同采用
GB/T 16262.4-2025,ISO/IEC 8824-4:2021,等同采用
GB/T 45434.1-2025,,
GB/T 13460-2025,,
GB/T 30907-2025,,
GB/T 45478-2025,,
GB/T 45479-2025,ISO 4571:1981,修改采用
GB/T 15340-2025,ISO 1795:2017,等同采用
GB/T 33523.600-2025,ISO 25178-600:2019,等同采用
GB/T 45453-2025,ISO 21976:2018,修改采用
GB/T 45454-2025,ISO 28238:2010,等同采用
GB 17741-2025,,
GB 45438-2025,,
GB 45189-2025,,
GB 45248-2025,,
GB 45437-2025,,
GB/T 45257-2025,,
GB/T 45283.1-2025,,
GB/T 45283.2-2025,,
GB/T 45283.4-2025,,
GB/Z 42749.7-2025,ISO/IEC TR 30105-7:2019,修改采用
GB/T 45323-2025,,
GB/T 45327-2025,,
GB/T 45328-2025,,
GB/T 45326-2025,,
GB/T 45330-2025,,
GB/T 45354.1-2025,,
GB/T 45355-2025,ISO 8772:2006,修改采用
GB/T 45356-2025,ISO 8773:2006,修改采用
GB/T 45357-2025,,
GB/T 27432-2025,,
GB/T 45259-2025,ISO 31030：2021,修改采用
GB/T 45249.1-2025,,
GB/Z 27021.13-2025,ISO/IEC TS  17021-13:2021,等同采用
GB/T 45283.3-2025,,
GB/T 34680.6-2025,,
GB/T 44991-2025,IEC 61133:2016,修改采用
GB/T 37133-2025,,
GB/T 45329-2025,,
GB/T 20931.12-2025,,
GB/T 45331-2025,,
GB/T 45416-2025,,
GB/T 45415-2025,,
GB/T 45417-2025,,
GB/T 45420-2025,,
GB/T 20244-2025,,
GB/T 3543.6-2025,,
GB/Z 37551.4-2025,IEC TS 62600-4:2020,修改采用
GB/T 16702.4-2025,,
GB/T 16702.5-2025,,
GB/T 16702.7-2025,,
GB/T 16702.8-2025,,
GB/T 16702.2-2025,,
GB/T 45332-2025,,
GB/T 45333-2025,ISO 18535:2016,修改采用
GB/T 45335-2025,,
GB/T 45322.1-2025,,
GB/T 45421-2025,,
GB/T 45424-2025,,
GB/T 45423-2025,,
GB/T 19267.13-2025,,
GB/T 45425-2025,,
GB/T 45426-2025,ISO 22329:2021,等同采用
GB/T 45427-2025,,
GB/T 19212.2-2025,IEC 61558-2-1:2021,修改采用
GB/T 45272-2025,,
GB/T 28572-2025,,
GB/T 18655-2025,CISPR 25:2021,修改采用
GB/T 14478-2025,,
GB/T 32895-2025,,
GB/T 45334-2025,,
GB/T 45322.2-2025,,
GB/T 45338-2025,,
GB/T 45336-2025,ISO 16790:2021,修改采用
GB/T 45428-2025,,
GB/T 45430-2025,,
GB/T 45429-2025,,
GB/T 45431-2025,,
GB/T 45432-2025,,
GB/T 45433-2025,,
GB/T 45276-2025,,
GB/T 45306-2025,IEC 62864-1:2016,修改采用
GB/T 28029.13-2025,,
GB/T 45308-2025,,
GB/T 20243.2-2025,ISO 11819-2:2017,修改采用
GB/T 3543.8-2025,,
GB/T 3543.1-2025,,
GB/T 3543.3-2025,,
GB/T 3543.10-2025,,
GB/T 45244-2025,,
GB/T 45337-2025,,
GB/T 20424-2025,,
GB/T 25273-2025,,
GB/T 45339-2025,,
GB/T 45340-2025,ISO 3868:1976,修改采用
GB/T 20840.11-2025,IEC 61869-11:2017,修改采用
GB/T 20840.99-2025,IEC 61869-99:2022,修改采用
GB/T 45285-2025,"ISO 9241-410:2008,ISO 9241-411:2012，ISO 9241- 420:2011,ISO 9241-910:2011,ISO 9241-920:2024,ISO 9241-940:2017,ISO 9241-960:2017",非等效采用
GB/T 11918.6-2025,,
GB/T 45309-2025,,
GB/T 45311-2025,,
GB/T 45310-2025,,
GB/Z 15166.8-2025,IEC TR 62655:2013,等同采用
GB/T 45313-2025,,
GB/T 7247.3-2025,IEC/TR 60825-3:2022,等同采用
GB/T 45341-2025,,
GB/T 320-2025,,
GB/T 45342-2025,ISO 11177：2019,修改采用
GB/T 45345-2025,ISO 21164:2018,修改采用
GB/T 45343-2025,,
GB/T 45307-2025,,
GB/T 37752.6-2025,,
GB/T 34015.5-2025,,
GB/T 45419-2025,,
GB/T 45422-2025,,
GB/T 12643-2025,ISO 8373:2021,等同采用
GB/T 17554.1-2025,ISO/IEC 10373-1:2020,修改采用
GB/T 16702.3-2025,,
GB/T 16702.6-2025,,
GB/T 3543.9-2025,,
GB/T 3543.5-2025,,
GB/T 45321-2025,,
GB/T 45346-2025,,
GB/T 45348-2025,,
GB/T 45439-2025,,
GB/T 45344-2025,,
GB/T 3917.3-2025,ISO 9073-4:2021,修改采用
GB/T 45441-2025,,
GB/T 45288.1-2025,,
GB/T 3543.2-2025,,
GB/T 3543.11-2025,,
GB/T 24894-2025,ISO 6800:1997,修改采用
GB/T 45278.1-2025,,
GB/T 45279.2-2025,,
GB/T 3543.12-2025,,
GB/T 45401.1-2025,,
GB/T 1406.3-2025,IEC 60061-1:2022,修改采用
GB/T 31902-2025,,
GB/T 45358-2025,,
GB/T 26849-2025,,
GB/T 45288.2-2025,,
GB/T 15370.3-2025,,
GB/T 15370.2-2025,,
GB/T 45245-2025,,
GB/T 26713-2025,ISO 16186:2021,修改采用
GB/T 17591-2025,,
GB/T 31086-2025,,
GB/T 45442-2025,,
GB/T 45440-2025,,
GB/T 45444-2025,,
GB/T 45445-2025,,
GB/T 43018.3-2025,,
GB/T 43018.2-2025,,
GB/T 45068.2-2025,ISO 20947-2:2020,修改采用
GB/T 43018.4-2025,,
GB/T 20718.2-2025,ISO 11446-2:2012,等同采用
GB/T 24477-2025,ISO 8100-7:2024,修改采用
GB/T 16702.1-2025,,
GB/T 3543.4-2025,,
GB/T 11828.4-2025,,
GB/Z 45268-2025,IEC TS 62861:2017,修改采用
GB/T 45266-2025,,
GB/T 45270-2025,,
GB/T 43018.5-2025,,
GB/T 22284-2025,,
GB/T 20965-2025,,
GB/T 18462-2025,,
GB/T 26841-2025,,
GB/T 37027-2025,,
GB/T 45269-2025,ISO 24266:2020,修改采用
GB/T 45271-2025,,
GB/T 45299-2025,ISO 21803:2019,修改采用
GB/T 45302-2025,ISO 5561:1990,修改采用
GB/T 45359.2-2025,ISO 18692-2:2019,等同采用
GB/T 45361-2025,,
GB/T 45362-2025,,
GB/T 31128-2025,,
GB/T 35560-2025,,
GB/T 27060-2025,ISO/IEC 17060:2022,等同采用
GB/T 30785-2025,,
GB/T 45316-2025,ISO 5564:1982,修改采用
GB/T 45304-2025,ISO 20377:2018,修改采用
GB/T 45303-2025,ISO 7926:1991,修改采用
GB/T 45314-2025,,
GB/T 45312-2025,,
GB/T 45293-2025,,
GB/T 45277-2025,,
GB/T 45294-2025,,
GB/T 45296-2025,,
GB/T 45364-2025,,
GB/T 45363-2025,,
GB/T 45365-2025,ISO 21232:2018,修改采用
GB/T 17263-2025,,
GB/T 45367-2025,,
GB/T 22211-2025,,
GB/T 19598-2025,,
GB/T 21666-2025,ISO 15621:2017,等同采用
GB/T 45263-2025,,
GB/T 45264-2025,,
GB/T 45305.4-2025,ISO 10140-4:2021,修改采用
GB/T 45315-2025,,
GB/T 31036-2025,,
GB/T 19212.5-2025,IEC 61558-2-4:2021,修改采用
GB/T 45298-2025,,
GB/T 45297-2025,,
GB/T 15180-2025,,
GB/T 45301-2025,,
GB/T 3405-2025,,
GB/T 45318-2025,,
GB/T 45366-2025,ISO 10776:2012,修改采用
GB/T 45368-2025,ISO 11410:2021,修改采用
GB/T 45370-2025,,
GB/T 45369-2025,,
GB/T 45371-2025,,
GB/T 45265-2025,,
GB/T 45258-2025,,
GB/T 45250-2025,,
GB/Z 45260-2025,,
GB/Z 45262-2025,,
GB/T 29631-2025,,
GB/T 19212.14-2025,IEC 61558-2-13:2022,修改采用
GB/T 45418-2025,,
GB/T 45280-2025,,
GB/T 45300-2025,ISO 5562:1983,修改采用
GB/T 45317-2025,,
GB/T 45319-2025,,
GB/T 7143-2025,,
GB/T 7247.4-2025,IEC 60825-4:2022,等同采用
GB/T 45372-2025,,
GB/T 45373-2025,,
GB/T 45350-2025,,
GB/T 31033-2025,,
GB/Z 45261-2025,,
GB/T 27030-2025,ISO/IEC 17030:2021,等同采用
GB/T 45251-2025,,
GB/T 45252-2025,,
GB/T 45253-2025,,
GB/T 45279.4-2025,,
GB/T 45281-2025,,
GB/T 45279.1-2025,,
GB/T 45279.3-2025,,
GB/T 45282-2025,,
GB/T 44115.3-2025,,
GB/T 19713-2025,,
GB/T 45349-2025,,
GB/T 45347-2025,,
GB/T 45324-2025,,
GB/T 45325-2025,,
GB/T 45353-2025,,
GB/T 45254-2025,,
GB/T 45256-2025,,
GB/Z 27032-2025,ISO/IEC TR 17032:2019,等同采用
GB/T 45255-2025,,
GB/T 43708-2025,,
GB/T 43707-2025,,
GB/T 43710-2025,,
GB/T 29045-2025,,
GB/T 14666-2025,,
GB/T 1480-2025,ISO 4497:2020,等同采用
GB/T 24498-2025,,
GB/T 44797-2025,,
GB/T 17215.241-2025,IEC 62052-41:2022,等同采用
GB/T 25045-2025,,
GB/T 18964.2-2025,ISO 19063-2:2020,修改采用
GB/T 14896.1-2025,,
GB/T 17818-2025,,
GB/T 14646-2025,,
GB/T 33744-2025,,
GB/T 7037-2025,,
GB/T 35624-2025,,
GB/T 45290-2025,,
GB/T 45182-2025,,
GB/T 23723.5-2025,,
GB/T 3606-2025,,
GB/T 15683-2025,ISO 6647-1:2020；ISO 6647-2:2020,修改采用
GB/T 27530-2025,,
GB/T 20972.2-2025,ISO 15156-2：2020,修改采用
GB/T 6594.2-2025,ISO 24022-2:2020,修改采用
GB/T 20972.3-2025,ISO 15156-3：2020,修改采用
GB/T 6594.1-2025,ISO 24022-1:2020,修改采用
GB/T 45212-2025,,
GB/T 45213-2025,,
GB/T 1634.1-2025,ISO 75-1:2020,修改采用
GB/T 45183-2025,ISO 9370:2017,修改采用
GB/T 32151.40-2025,,
GB/T 32151.35-2025,,
GB/T 45220-2025,,
GB/T 45215-2025,,
GB/T 45216-2025,,
GB/T 45217-2025,,
GB/T 45218-2025,,
GB/T 45219-2025,,
GB/T 32151.39-2025,,
GB/T 45149-2025,,
GB/T 29456-2025,ISO 50004:2020,等同采用
GB/T 45200-2025,,
GB/T 45199-2025,,
GB/T 45221-2025,,
GB/T 45222-2025,,
GB/T 45227-2025,,
GB/T 45233-2025,,
GB/T 45237-2025,,
GB/T 45295-2025,,
GB/T 45204-2025,,
GB/T 45208-2025,,
GB/T 45197-2025,,
GB/T 45207-2025,,
GB/T 45206-2025,,
GB/T 45202-2025,,
GB/T 45236-2025,,
GB/T 45238-2025,,
GB/T 19799.3-2025,,
GB/T 43982.11-2025,,
GB/T 45232-2025,ISO 7671:2003,修改采用
GB/T 45241-2025,,
GB/T 42567.4-2025,IEC 62828-4:2020,等同采用
GB/T 42567.5-2025,IEC 62828-5:2020,等同采用
GB/T 25246-2025,,
GB/T 22285-2025,,
GB/T 18936-2025,,
GB/T 22283-2025,,
GB/T 6433-2025,ISO 6492:1999,修改采用
GB/T 2773-2025,,
GB/T 26879-2025,,
GB/T 45141-2025,,
GB/T 45142-2025,,
GB/T 16981-2025,ISO/IEC 21117:2012,修改采用
GB/T 13963-2025,,
GB/T 25020.1-2025,,
GB/T 32588.2-2025,IEC TR 62267-2:2011,修改采用
GB/T 17812-2025,,
GB/T 45190-2025,,
GB/T 45191-2025,,
GB/T 45192-2025,,
GB/T 45126-2025,,
GB/T 45125-2025,,
GB/T 36287.1-2025,IEC 62924:2017,修改采用
GB/T 28807.3-2025,,
GB/T 45223-2025,,
GB/T 18216.12-2025,IEC 61557-12:2021,等同采用
GB/T 13748.24-2025,,
GB/T 45127-2025,ISO 846:2019,修改采用
GB/T 45129-2025,,
GB/T 45130-2025,,
GB/T 45128-2025,ISO 15512:2019,修改采用
GB/Z 17624.8-2025,IEC TR 61000-1-8:2019,等同采用
GB/T 45235-2025,,
GB/T 45234.302-2025,IEC TS 62862-3-2: 2018,等同采用
GB/T 45229-2025,,
GB/T 20840.10-2025,IEC 61869-10:2017,修改采用
GB/T 36800.3-2025,ISO 11359-3:2019,修改采用
GB/T 45132-2025,,
GB/T 6150.19-2025,,
GB/T 45131-2025,,
GB/T 45169-2025,,
GB/T 45210-2025,ISO/ASTM 52902:2023,修改采用
GB/T 45286-2025,,
GB/T 45291-2025,,
GB/T 45292-2025,,
GB/T 20405.4-2025,ISO 17190-4：2020,修改采用
GB/T 20405.5-2025,ISO 17190-5：2020,修改采用
GB/T 22246-2025,,
GB/T 45243-2025,,
GB/T 10485-2025,,
GB/T 6150.20-2025,,
GB/T 45133-2025,ISO 12963:2017,修改采用
GB/T 18964.1-2025,ISO 19063-1:2015,修改采用
GB/T 6595-2025,,
GB/T 45134-2025,,
GB/T 26732-2025,,
GB/T 45288.3-2025,,
GB/T 22068-2025,,
GB/T 44024-2025,,
GB/T 45242-2025,,
GB/T 28185-2025,,
GB/T 45225-2025,,
GB/T 45226-2025,,
GB/T 45240-2025,,
GB/T 45239-2025,,
GB/T 45140-2025,,
GB/T 45230-2025,,
GB/T 45287-2025,,
GB/T 26436-2025,,
GB/T 34750-2025,,
GB 45247-2025,,
GB/T 45209-2025,,
GB/T 45196-2025,,
GB/T 43705-2025,,
GB/T 45211.2-2025,,
GB/T 45211.7-2025,,
GB/T 45211.3-2025,,
GB/T 45211.5-2025,,
GB/T 45231-2025,,
GB/T 45224-2025,,
GB/T 13000-2025,ISO/IEC 10646:2020,修改采用
GB/T 23595.4-2025,,
GB/T 45211.4-2025,,
GB/T 45211.8-2025,,
GB/T 45211.1-2025,,
GB/T 45211.6-2025,,
GB/T 45228-2025,,
GB/T 23595.2-2025,,
GB/T 23595.1-2025,,
GB/T 23595.7-2025,,
GB/T 23595.3-2025,,
GB/T 23595.8-2025,,
GB/T 18760-2025,,
GB 17918-2025,,
GB 6249-2025,,
GB/T 14124-2024,ISO 4866:2010,等同采用
GB/T 33136-2024,,
GB/T 45109.1-2024,,
GB/T 7019-2024,,
GB/T 44993-2024,,
GB/T 4365-2024,IEC60050-161:2021,修改采用
GB/T 45164-2024,,
GB/T 18216.11-2024,IEC 61557-11:2020,等同采用
GB/T 44932-2024,,
GB/T 23301-2024,,
GB/T 45172-2024,ISO 11132:2021,等同采用
GB/T 45167-2024,ISO 19959:2020,修改采用
GB/T 45158-2024,,
GB/T 27930.2-2024,,
GB/T 20032-2024,IEC 62198:2013,修改采用
GB/T 45173-2024,,
GB/T 26718-2024,,
GB/T 45176-2024,,
GB/T 1346-2024,ISO 9597:2008,非等效采用
GB 17761-2024,,
GB 16171.1-2024,,
GB/T 42968.4-2024,IEC 62132-4:2006,等同采用
GB/T 44937.4-2024,IEC 61967-4:2021,等同采用
GB/T 45146-2024,ISO 7635：2006,修改采用
GB/T 45030-2024,,
GB/T 45028-2024,,
GB/T 45122-2024,,
GB/T 44992-2024,,
GB/T 19048-2024,,
GB/T 19266-2024,,
GB/T 20042.7-2024,,
GB/T 45163.1-2024,,
GB/T 45156-2024,ISO 22328-1:2020,修改采用
GB/T 45155-2024,ISO 10010:2022,修改采用
GB/T 18851.2-2024,ISO 3452-2:2021,修改采用
GB/T 45114-2024,ISO 21363:2020,等同采用
GB/T 44931-2024,ISO 10801:2010,等同采用
GB/T 45111-2024,,
GB/T 45043-2024,,
GB/T 45044-2024,,
GB/T 19088-2024,,
GB/T 1632.1-2024,ISO 1628-1:2021,修改采用
GB/T 45177-2024,,
GB/T 41850.1-2024,ISO 20816-1:2016,等同采用
GB/T 17925-2024,,
GB/T 23694-2024,ISO 31073-2022,修改采用
GB/T 45194-2024,,
GB/T 34275-2024,,
GB/T 45195-2024,,
GB/T 43758.2-2024,,
GB/T 43257.4-2024,,
GB/T 31235-2024,,
GB/T 45124-2024,ISO 8316:1987,修改采用
GB/T 9008-2024,,
GB/T 42151.6-2024,IEC 61850-6:2018,等同采用
GB/T 42151.71-2024,IEC 61850-7-1:2020,等同采用
GB/T 45205-2024,,
GB/T 33993-2024,,
GB/T 20717-2024,ISO 12098:2020,等同采用
GB/T 18029.32-2024,ISO 7176-32:2022,等同采用
GB/T 45203-2024,,
GB/T 45107-2024,,
GB/T 45112-2024,,
GB/T 12357.1-2024,IEC 60793-2-10:2022,修改采用
GB/T 45147-2024,ISO 21995:2008,修改采用
GB/T 42151.72-2024,IEC 61850-7-2:2020,等同采用
GB/T 43259.301-2024,IEC 61970-301:2020,等同采用
GB/T 45165-2024,,
GB/T 534-2024,,
GB/T 26731-2024,,
GB/T 45052-2024,,
GB/T 45049-2024,,
GB/T 45050-2024,,
GB/T 45054-2024,,
GB/T 44927-2024,ISO 30401：2018,修改采用
GB/T 45201-2024,,
GB/T 45103-2024,,
GB/T 45058-2024,,
GB/T 23718.5-2024,ISO 18436-5:2012,等同采用
GB/T 45066-2024,ISO 18825-2:2016,修改采用
GB/T 45119-2024,,
GB/T 45059-2024,,
GB/T 25367-2024,,
GB/T 44980-2024,,
GB/T 30843.1-2024,,
GB/T 45198-2024,,
GB/T 18487.5-2024,,
GB 12710-2024,,
GB/T 45068.1-2024,ISO 20947-1:2021,修改采用
GB/T 45041-2024,,
GB/T 45042-2024,,
GB/Z 45115-2024,IEC TS 62862-2-1：2021,等同采用
GB/T 44926-2024,,
GB/T 44935-2024,,
GB/T 30843.2-2024,,
GB/T 30844.1-2024,,
GB/T 30844.2-2024,,
GB/T 29820.2-2024,ISO 7066-2:1988,修改采用
GB/T 12540-2024,,
GB/T 25320.4-2024,IEC 62351-4:2018,修改采用
GB/T 45093-2024,,
GB/T 45157-2024,ISO 22396:2020,等同采用
GB/T 16895.3-2024,IEC 60364-5-54:2021,等同采用
GB/T 23713.1-2024,ISO 13381-1:2015,等同采用
GB/T 45144-2024,ISO 14400:2021,修改采用
GB/T 45135-2024,,
GB/T 45106-2024,,
GB/T 45027-2024,,
GB/T 21667-2024,,
GB/T 44985.1-2024,,
GB/T 44985.4-2024,,
GB/T 18299-2024,,
GB/T 18892-2024,,
GB/T 22371-2024,,
GB/T 41850.9-2024,ISO 20816-9:2020,等同采用
GB/T 44985.3-2024,,
GB/T 18737.5-2024,ISO 8116-5:2008,修改采用
GB/T 45120-2024,ISO 21780:2020,修改采用
GB/T 45181-2024,ITU-T X.1376：2021,等同采用
GB/T 45162.1-2024,,
GB/T 33492-2024,,
GB/T 33223-2024,,
GB/T 32825-2024,,
GB/T 45102-2024,,
GB/T 45065-2024,,
GB/T 45104-2024,,
GB/T 45060-2024,,
GB/T 34571-2024,IEC 62995:2018,修改采用
GB/T 44386-2024,IEC 62928:2017,修改采用
GB/T 45193-2024,,
GB/T 21044-2024,,
GB/T 45040-2024,,
GB/T 45110.1-2024,,
GB/T 26189.2-2024,ISO/CIE 8995-3:2018,修改采用
GB/Z 45064-2024,IEC TR 63158:2018,修改采用
GB/T 32482-2024,IEC 62707-1:2018,修改采用
GB/T 45061-2024,CODEX STAN 190—1995，Rev.1—2017,非等效采用
GB/T 45170-2024,,
GB/T 45171-2024,,
GB/T 45021.1-2024,IEC 61853-1:2011,修改采用
GB/T 44928-2024,,
GB/T 19183.1-2024,IEC 61969-1:2023,等同采用
GB/T 19183.2-2024,IEC 61969-2:2011,等同采用
GB/T 19183.5-2024,IEC 61969-3:2023,等同采用
GB/T 18109-2024,"CODEX STAN 36—1981, Rev.2—2017",修改采用
GB/T 8588-2024,,
GB/T 21478-2024,ISO 16165:2020,等同采用
GB/T 29912-2024,,
GB/T 45179-2024,,
GB/T 44808.3-2024,ISO 24504:2014,等同采用
GB/T 44808.2-2024,ISO 24505:2016,等同采用
GB/T 45151-2024,,
GB/T 45143-2024,,
GB/T 45138-2024,,
GB/T 45136-2024,,
GB/T 4213-2024,,
GB/T 22180-2024,"CODEX STAN 166—1989,Rev.3—2017",修改采用
GB/T 31814-2024,"CODEX STAN 315—2014, Rev.1—2017",修改采用
GB/T 30889-2024,"CODEX STAN 92—1981,Rev.2—2017",修改采用
GB/T 45100-2024,,
GB/T 25982-2024,,
GB/T 45161-2024,,
GB/T 44808.4-2024,ISO 24509:2019,等同采用
GB/T 18978.171-2024,ISO 9241-171:2008,等同采用
GB/T 44933-2024,,
GB/T 44934-2024,,
GB/T 45117-2024,,
GB/T 6075.6-2024,ISO 10816-6:1995,等同采用
GB/T 44924-2024,,
GB/T 32151.18-2024,,
GB/T 32151.31-2024,,
GB/T 45121-2024,,
GB/T 45174-2024,,
GB/T 44994-2024,ISO 21388:2020,等同采用
GB/T 45063-2024,ISO 21061:2021,修改采用
GB/T 45175-2024,,
GB/T 45022-2024,,
GB/T 45139-2024,ISO 7358:2021,等同采用
GB/T 45168-2024,,
GB/T 22517.3-2024,,
GB/T 45137-2024,,
GB/T 15561-2024,OIML R76-1：2006,非等效采用
GB/T 45148-2024,,
GB/T 45026-2024,,
GB/T 45159.1-2024,ISO 18437-1:2012,等同采用
GB/T 44929-2024,,
GB/T 44925-2024,,
GB/T 44930-2024,,
GB/T 45178-2024,,
GB/Z 44938.1-2024,IEC TS 62998-1:2019,等同采用
GB/T 22251-2024,,
GB/T 22252-2024,,
GB/T 22249-2024,,
GB/T 22247-2024,,
GB/T 13522-2024,,
GB/T 30771-2024,,
GB/T 10816-2024,,
GB/T 45159.2-2024,ISO 18437-2:2005,等同采用
GB/T 45159.3-2024,ISO 18437-3:2005,等同采用
GB/T 2812-2024,,
GB/T 45123-2024,,
GB/T 45025-2024,,
GB/T 45160-2024,ISO 19085-2:2021,等同采用
GB/Z 44938.2-2024,IEC TR 62998-2:2020,等同采用
GB/T 45116-2024,IEC 61788-26:2020,等同采用
GB/T 29772-2024,,
GB/T 45154-2024,ISO 25550:2022,等同采用
GB/T 45153-2024,ISO 25551:2021,等同采用
GB/T 20042.5-2024,,
GB/T 27533-2024,,
GB/T 32507-2024,,
GB/T 30137-2024,,
GB/T 29292-2024,,
GB/T 25936.4-2024,,
GB/T 45062-2024,,
GB/T 44923-2024,,
GB/T 24589.1-2024,ISO 21378:2019,非等效采用
GB/T 45031-2024,,
GB/T 45029-2024,,
GB/T 45150-2024,ISO 25552:2022,等同采用
GB/Z 45152-2024,IWA 18:2016,等同采用
GB/Z 45113-2024,ISO/TS 11251:2019,等同采用
GB/T 4130.2-2024,IEC 60565-2:2019,等同采用
GB/T 18978.20-2024,ISO 9241-20:2021,修改采用
GB/T 45101-2024,,
GB/T 45105-2024,,
GB/T 18649-2024,,
GB/T 45166-2024,ISO 10880:2017,等同采用
GB/T 3903.6-2024,,
GB/T 28988-2024,,
GB/T 22330.6-2024,,
GB/T 44974-2024,,
GB/T 44976-2024,,
GB/T 45033-2024,,
GB/T 45034-2024,,
GB/T 45035-2024,,
GB/T 23025-2024,,
GB/T 45092-2024,,
GB/T 45090-2024,,
GB/T 44977-2024,,
GB/T 44979-2024,ISO 37157:2018,修改采用
GB/T 44978-2024,ISO 37159:2019,修改采用
GB/T 44986-2024,,
GB/T 44872-2024,,
GB/T 4167-2024,OIML R111-1：2004,非等效采用
GB/T 30416-2024,,
GB/T 45038-2024,,
GB/T 45037-2024,,
GB/T 45036-2024,,
GB/T 45039-2024,,
GB/T 21121-2024,ISO 6886：2016,等同采用
GB/T 45091-2024,,
GB/T 45095-2024,,
GB/T 45094-2024,,
GB/T 45089-2024,,
GB/T 45099-2024,,
GB/T 21099.4-2024,IEC 61804-4:2020,等同采用
GB/T 21099.3-2024,IEC 61804-3:2020,等同采用
GB/T 44987-2024,,
GB/T 26846-2024,,
GB/T 44915-2024,,
GB/T 44916-2024,ISO 19037:2019,等同采用
GB/T 34430.4-2024,ISO 16145-4:2013,等同采用
GB/T 31015-2024,,
GB/T 17145-2024,,
GB/T 45045-2024,,
GB/T 44854-2024,,
GB/T 44855-2024,,
GB/T 33761-2024,,
GB/T 31771-2024,,
GB/T 45097.1-2024,,
GB/T 45097.2-2024,,
GB/T 45097.3-2024,,
GB/T 45098-2024,,
GB/T 21099.2-2024,IEC 61804-2:2018,等同采用
GB/T 21099.5-2024,IEC 61804-5:2020,等同采用
GB/T 44988-2024,,
GB/T 15566.2-2024,,
GB/T 18912-2024,IEC 61701:2020,修改采用
GB/Z 17626.1-2024,IEC TR 61000-4-1:2016,等同采用
